reporter_name,partner_name,year,trade_flow,no-of_imported_HS6_digit_products,import_share_in_total_products_percent,import_us_dollars_thousand,import_partner_share,ahs_simple_average,ahs_weighted_average_percent,ahs_total_tariff_lines,ahs_dutiable_tariff_lines_share_percent,ahs_duty_free_tariff_lines_share_percent,ahs_specific_tariff_lines_share_percent,ahs_ave_tariff_lines_share_percent,ahs_maxrate_percent,ahs_minrate_percent,ahs_specific_duty_imports_us_dollars_thousand,ahs_dutiable_imports_us_dollars_thousand,ahs_duty_free_imports_us_dollars_thousand,mfn_simple_average_percent,mfn_weighted_average_percent,mfn_total_tariff_lines,mfn_dutiable_tariff_lines_share_percent,mfn_duty_free_tariff_lines_share_percent,mfn_specific_tariff_lines_share_percent,mfn_ave_tariff_lines_share_percent,mfn_max_rate_percent,mfn_minrate_percent,mfn_specific_duty_imports_us_dollars_thousand,mfn_dutiable_imports_us_dollars_thousand,mfn_duty_free_imports_us_dollars_thousand,no_of_tariff_agreement
 World,Aruba,2017,Import,1129,23.39,283422.91,0,11.44,4.76,4678,39.46,59.09,0.15,1.3,274.5,0,1066.76,119207.21,134326.5,10.03,7.38,244036,69.16,26.49,25.72,201.62,3000,0,68905.37,220941.41,32592.29,9
 World,Afghanistan,2017,Import,1228,25.44,915092.19,0.01,4.22,1.55,6395,34.5,64.38,0.09,1.03,754.3,0,15.69,329359.73,151132.82,9.9,10.5,217280,70.78,24.93,14.2,131.67,3000,0,124104.32,480492.54,0,32
 World,Angola,2017,Import,2348,48.64,33691250.22,0.21,3.62,0.5,11494,43.86,54.39,0.15,1.6,282.8,0,1535.53,2512353.26,10153826.16,9.16,3.35,443993,69.41,26.52,18.44,138.73,3000,0,9854906.95,12422632.16,243547.26,28
 World,Anguila,2017,Import,439,9.09,12375.16,0,8.31,6.26,1746,44.04,52,0.4,3.55,754.3,0,150.06,4651.41,4315.99,10.53,20.65,102961,69.4,25.4,28.01,278.24,3000,0,3626.63,8967.39,0,15
 World,Albania,2017,Import,2391,49.53,2397286.83,0.01,1.98,4.66,19764,21.62,72.44,0.23,5.7,3000,0,120437.69,1490325.11,579309.18,9.72,10.6,458169,70.77,25.04,9.68,87.43,3000,0,617000.66,2043803.74,25830.55,22
 World,Andorra,2017,Import,1127,23.35,112094.64,0,3.01,1.81,8705,21.36,75.68,0.23,2.73,3000,0,16769.53,79365.05,58172.67,10.28,7.79,319321,70.81,24.78,20.44,141.34,3000,0,52258.33,137527.99,9.73,7
 World,United Arab Emirates,2017,Import,4427,91.71,153734061.8,0.95,5.08,3.19,95802,48.84,47.37,0.5,3.29,3000,0,41566046.48,111874408,12396872.18,9.27,5.92,836210,70.04,25.98,3.77,30.95,3000,0,46193447.66,112579538.5,11691741.67,31
 World,Argentina,2017,Import,3839,79.53,55934995.08,0.35,3.63,7.81,72038,35.66,60.08,0.33,3.93,3000,0,3442248.99,47617202.48,2199457.12,9.26,11.41,751453,69.96,25.95,4.37,38.33,3000,0,14246368.07,48704207.43,1112452.17,66
 World,Armenia,2017,Import,1687,34.95,1775654.49,0.01,2.71,5.59,12441,21.6,69.54,0.84,8.02,914.2,0,285795.28,1115358.67,322417.78,10.66,20.08,299436,70.23,24.43,13.46,115.22,3000,0,391239.15,1437727.28,49.16,18
 World,American Samoa,2017,Import,750,15.54,36765.52,0,8.72,4.86,2382,63.43,33.92,0.71,1.93,754.3,0,9.4,25887.18,8604.71,10.21,6.76,163908,70.28,24.69,44,302.31,3000,0,4989.09,34460.16,31.73,2
 World,Antarctica,2017,Import,150,3.11,5663.65,0,6.09,1.73,379,58.84,38.79,0,2.37,754.3,0,0,1806.25,5660.43,7.85,6.55,30322,67.43,29.76,23.48,201.32,3000,0,867.19,7443.99,22.7,3
 World,Fr. So. Ant. Tr,2017,Import,94,1.95,10401.35,0,2.16,0.19,410,12.44,86.83,0,0.73,43.2,0,0,298.46,9019.86,9.97,9.41,18419,63.97,31.49,20.73,183.41,3000,0,6258.69,9304.39,13.93,5
 World,Antigua and Barbuda,2017,Import,825,17.09,294216.02,0,1.02,2.16,5278,10.67,85.26,0.42,3.66,126.38,0,467.95,128130.67,25575.07,10.77,5.2,239760,70.07,25.44,18.15,185.56,3000,0,8690.46,144767.11,8938.64,29
 World,Australia,2017,Import,4434,91.86,238175750.4,1.48,5.77,4.39,154965,48.26,47.73,0.3,3.71,3000,0,15314815.33,209276193.9,4355435.52,9.17,6.59,846785,69.92,26.06,2.39,19.54,3000,0,23412414.05,213330235.1,301394.34,15
 World,Austria,2017,Import,4550,94.26,154578456.8,0.96,5.37,4.02,129741,33.35,63.21,0.51,2.93,3000,0,3552716.62,36219641.93,1207696.25,9.16,7.81,782378,70.28,25.73,2.65,21.41,3000,0,7684761.77,37339244.5,88093.69,48
 World,Azerbaijan,2017,Import,2099,43.48,15979732.97,0.1,4.2,0.46,11594,44.45,47.76,0.91,6.89,274.5,0,13068305.81,13812408.85,678479.7,9.99,3.54,336176,69.26,25.95,16.04,122.92,3000,0,13336353.35,14413312.85,77575.7,15
 World,Burundi,2017,Import,329,6.82,75219.55,0,3.58,2.69,926,21.38,78.29,0,0.32,45,0,0,37136.87,17224.66,9.4,11.73,50633,68.6,28.44,15.55,146.33,3000,0,10342.91,54361.46,0.07,34
 World,Belgium,2017,Import,4586,95.01,314389791.1,1.95,5.76,4.57,221459,46.55,50.96,0.36,2.13,3000,0,9353793.69,72763903.6,5752693.54,9.22,8.32,835652,70.01,25.97,1.66,13.52,3000,0,17060555.72,73124807.45,5391789.69,48
 World,Benin,2017,Import,859,17.8,593032.42,0,2.72,1.26,2341,26.91,71.64,0.09,1.37,754.3,0,13.7,235393.68,186200.79,11.24,8.07,119931,68.42,26.4,36.52,228.96,3000,0,31647.2,421594.34,0.13,46
 World,Bonaire,2017,Import,476,9.86,14312.5,0,4.91,1.95,3398,67.33,17.27,2.06,13.33,154.63,0,3.61,3870.86,10384.18,9.15,6.68,146245,67.3,28.51,28.58,151.74,3000,0,41.03,4542.34,9712.69,1
 World,Burkina Faso,2017,Import,760,15.74,2388005.24,0.01,1.44,1.5,2944,28.19,71.37,0.1,0.34,630,0,2.63,154175.47,2232070.79,10.71,4.56,135462,69.25,26.02,25.07,192.63,3000,0,82643.72,2386241.75,4.51,38
 World,Bangladesh,2017,Import,3290,68.16,39605627.94,0.25,2.88,11,41892,40.74,54.79,0.14,4.33,3000,0,150588.38,32962440.78,277452.25,9.26,14.96,671288,70.44,25.56,7.08,56.97,3000,0,1340146.73,33218740.92,21152.11,48
 World,Bulgaria,2017,Import,4481,92.83,28851885.91,0.18,3.19,11.06,76226,34.34,61.76,0.46,3.45,3000,0,414519.35,6748734.17,2248960.08,9.47,12.15,640882,70.72,25.19,3.81,30.61,3000,0,2490426.46,7963775.08,1033919.18,52
 World,Bahrain,2017,Import,2250,46.61,5943524.87,0.04,4.56,3.21,15942,49.78,43.77,0.59,5.86,754.3,0,60838.53,3439738.84,1938367.72,9.55,6.03,451779,70.53,25.35,13.66,102.85,3000,0,422563.3,3714127.51,1663979.05,32
 World,"Bahamas, The",2017,Import,1158,23.99,1310101.63,0.01,1.87,2.86,5940,9.8,87.74,0.05,2.41,754.3,0,100473.96,679292.35,272654.36,9.67,5.51,238403,69.29,26.74,25.39,133.6,3000,0,131713.92,814153.08,137793.63,18
 World,Bosnia and Herzegovina,2017,Import,3106,64.35,6276091.22,0.04,1.37,3.03,33411,23.41,72.57,0.2,3.82,2938.97,0,219937.39,4627963.44,1498513.64,9.57,8.92,613823,70.24,25.45,8.54,70.52,3000,0,1148829.17,6085342.3,41134.78,25
 World,Saint Barthélemy,2017,Import,373,7.73,36079.58,0,2.37,0.12,537,10.8,87.34,0,1.86,22.52,0,0,90.03,4093.24,10.74,8.82,35230,73.28,22.92,32.4,216.76,1717.43,0,426.77,4183.27,0,3
 World,Belarus,2017,Import,3859,79.95,21406906.33,0.13,3.14,4.14,46098,40,56.43,0.35,3.22,3000,0,1375296.86,17353028.67,2289818.02,9.33,10.89,743454,70.22,25.62,7.33,59.61,3000,0,5313299.33,18857833.72,785012.97,17
 World,Belize,2017,Import,1072,22.21,520701.3,0,2.03,3.38,5721,15.57,83.06,0.03,1.33,265,0,39.63,139301.38,113363.83,9.44,11.7,217203,68.77,27.18,15.99,137.98,3000,0,117226.45,252664.89,0.33,34
 World,Bermuda,2017,Import,725,15.02,171967.03,0,4.55,0.81,2171,31,59.1,0.78,9.12,274.5,0,4157.07,10769.77,72836.75,10.24,8.08,97321,68.94,26.14,28.88,191.8,3000,0,6626.58,83576.07,30.45,10
 World,Bolivia,2017,Import,2102,43.55,7124478.53,0.04,1.69,0.85,16539,14.1,78.06,0.74,7.1,2938.97,0,38111.49,3035960.6,4300017.63,9.67,6.13,485528,70,25.69,13.83,112.62,3000,0,297799.6,7333600.86,2377.37,63
 World,Brazil,2017,Import,4315,89.39,217301352.4,1.35,4.62,11.94,152565,45.93,50.98,0.31,2.78,3000,0,37540000.12,201100670,2256065.91,9.1,11.79,826212,69.98,26.02,2.35,19.32,3000,0,57632035.69,202358311.6,998424.29,69
 World,Barbados,2017,Import,1226,25.4,295253.97,0,1.67,4.11,6970,8.29,89.7,0.01,1.99,612.71,0,0,117362.95,97945.31,10.61,20.15,272535,70.25,25.21,19.99,157.58,3000,0,93345.96,210624.61,4683.65,23
 World,Brunei,2017,Import,1687,34.95,4698571.28,0.03,5.93,0.12,11485,46.69,46.02,0.77,6.53,3000,0,1587951.31,1783606.81,2498464.47,9.38,3.29,357363,70.05,26.18,14.63,102.73,3000,0,1722500.76,4281798.17,273.12,28
 World,Bhutan,2017,Import,327,6.77,239003.1,0,3.36,0.14,1041,17.58,82.04,0,0.38,189.34,0,0,125600.48,104359.97,11.66,6.25,66323,67.72,26.56,71.76,292.51,3000,0,49493.86,229960.45,0,35
 World,Bunkers,2017,Import,85,1.76,3176.1,0,32.61,23.34,33,57.58,30.3,0,12.12,452.89,0,0,27.13,0.11,12.36,13.79,6412,65.33,23.44,115.15,2066.67,3000,0,20.3,27.24,0,
 World,Bouvet Island,2017,Import,56,1.16,2020.06,0,7.03,1.94,89,59.55,40.45,0,0,30,0,0,21.05,56.25,9.07,4.91,9367,67.33,30.13,8.99,258.43,165,0,5.82,77.29,0,1
 World,Botswana,2017,Import,2230,46.2,5759763.01,0.04,0.26,1.34,8737,4.42,95.52,0,0.06,292,0,0,5512832.68,215690.81,10.25,7.74,466289,70.22,24.86,25.86,236.9,3000,0,17074.81,5727524.41,999.07,25
 World,Central African Republic,2017,Import,486,10.07,71915.95,0,5.07,0.29,1759,28.48,64.35,1.36,5.8,45,0,20.5,13598.37,41787.64,9.28,5.81,84690,66.71,29.03,15.35,189.6,3000,0,2877.76,55276.94,109.07,28
 World,Canada,2017,Import,4505,93.33,422156128.9,2.62,5.86,6.19,192041,54.54,43.24,0.25,1.97,3000,0,70482914.82,362406237.9,26668887.95,9.16,8.13,858877,69.84,26.17,1.95,15.91,3000,0,157194183.7,377660108.7,11415017.13,17
 World,Cocos (Keeling) Islands,2017,Import,295,6.11,4025.11,0,4.84,3.19,1251,48.36,50.04,0,1.6,175.64,0,0,1514.78,1785.85,9.11,7.54,57191,69.75,27.79,5.92,106.63,1282.41,0,191.22,3300.62,0,6
 World,Switzerland,2017,Import,4450,92.19,290067983.7,1.8,4.42,4.3,200005,37.8,59.76,0.32,2.12,3000,0,52985542.4,252290813.7,5469181.09,9.03,7.36,846624,69.98,26.1,1.86,14.73,3000,0,75451603.7,256715380.5,1044614.32,42
 World,Chile,2017,Import,3678,76.2,68422065.42,0.42,2.29,3.14,57143,15.81,80.35,0.31,3.53,3000,0,5351002.63,59587464.51,6414465.51,9.32,7.68,723607,70.05,25.92,5.35,45.63,3000,0,24766243.48,65801348.35,200581.67,71
 World,China,2017,Import,4718,97.74,2346100164,14.55,6.88,6.06,425052,57.54,39.99,0.36,2.1,3000,0,146424029,2173742040,7091425.72,9.08,7.53,880056,69.93,26.16,0.9,7.18,3000,0,346994296.9,2175160642,5672823.34,29
 World,Cote d'Ivoire,2017,Import,2252,46.65,10902209.98,0.07,1.31,4.99,13313,11.76,84.15,0.15,3.94,914.2,0,581835.71,8701376.81,825765.05,9.46,7.5,471597,69.88,26.05,16.13,128.16,3000,0,861000.48,9344035.83,183106.03,28
 World,Cameroon,2017,Import,2231,46.22,3666189.73,0.02,2.39,3.95,15652,18.92,77.95,0.1,3.03,914.2,0,303.22,2716686.87,310861.16,9.5,6.01,462824,69.97,25.97,13.5,106.66,3000,0,1213574.41,2977781.13,49766.89,24
 World,"Congo, Rep.",2017,Import,1604,33.23,5850931.9,0.04,4.17,0.69,9999,38.69,53.98,0.87,6.46,265,0,239.31,1384816.38,3407225.08,9.15,3.3,361813,69.27,26.91,18.43,119.82,3000,0,4162913.08,4726624.51,65416.95,18
 World,Cook Islands,2017,Import,308,6.38,42257.96,0,2.94,3.18,1251,31.57,64.91,0,3.52,100,0,0,21672.82,13920.6,9.57,8.11,70170,66.24,28.68,34.93,249.72,3000,0,8760.66,35583.46,9.95,19
 World,Colombia,2017,Import,3712,76.9,40115536.72,0.25,2.07,4.45,64762,20.92,76.47,0.1,2.51,3000,0,2032620.42,25024386.18,11874045.91,9.16,7.26,733735,70.17,25.85,4.92,40.13,3000,0,14014206.53,35927655.63,970776.46,59
 World,Comoros,2017,Import,315,6.53,79009.65,0,5.95,1.86,790,39.75,57.09,0.13,3.04,82.18,0,1.63,65737.38,9463.68,12.42,9.39,54351,68.54,23.55,31.77,512.78,1800,0,47.08,75116.09,84.98,52
 World,Cape Verde,2017,Import,633,13.11,100964.69,0,1.9,1.4,3281,10.09,78.3,2.5,9.11,240.16,0,862.77,34432.9,59829.12,10.5,10.82,144120,68.39,26.89,22.62,184.58,3000,0,9945.27,94259.49,2.53,28
 World,Costa Rica,2017,Import,3343,69.26,13158064.4,0.08,1.64,6.16,37325,20.35,75.97,0.35,3.32,914.2,0,520501.93,10524791.87,520960.71,9.23,11.06,656688,70.02,25.89,7.24,64.68,3000,0,1592345.74,11045647.59,104.99,32
 World,Cuba,2017,Import,2300,47.65,1871170.39,0.01,5.63,11.01,11880,62.69,27.32,1.09,8.89,3000,0,295570.59,774266,130547.29,9.35,24.08,473721,69.74,26.24,17.85,142.51,3000,0,679374.58,883825.55,20987.73,51
 World,Curaçao,2017,Import,1673,34.66,1270616.32,0.01,8.35,2.63,10656,49.14,48.81,0.29,1.76,754.3,0,399262.52,905469.17,329530.54,10.59,4.96,351782,70.06,25.1,18.32,141.33,3000,0,461207.26,1043043.35,191956.37,3
 World,Christmas Island,2017,Import,332,6.88,21075.06,0,4.17,1.53,933,49.09,50.38,0,0.54,30,0,0,1504.06,4784.77,9.93,17.06,59447,70.13,27.09,19.08,158.31,3000,0,969.23,6288.83,0,6
 World,Cayman Islands,2017,Import,747,15.48,651177.21,0,4.91,0.53,2124,29.9,68.46,0.89,0.75,82,0,165.53,1398902.68,61401.52,9.84,10.12,108998,68.69,27.61,20.95,169.3,3000,0,31920.79,1448031.61,12272.59,10
 World,Cyprus,2017,Import,4167,86.33,2912476.33,0.02,4.03,7.16,17238,37.09,58.67,0.77,3.46,914.2,0,77925.48,823336.31,367282.71,10.62,11.2,363455,70.54,24.34,13.01,94.96,3000,0,359442.41,1074679.27,115939.75,49
 World,Czech Republic,2017,Import,4533,93.91,160858474.2,1,4.94,4.2,144234,41.1,56.48,0.3,2.11,3000,0,5605419.66,28164368.05,836183.2,9.04,8.12,731838,70.37,25.8,2.06,17.35,3000,0,8930050.7,28959090.05,41461.19,49
 World,Germany,2017,Import,4618,95.67,1290757752,8,5.67,5.8,371941,45.04,52.39,0.42,2.16,3000,0,114648383.9,507561885.7,5312195.31,9.09,8.28,875408,69.88,26.14,1.03,8.35,3000,0,156977839.3,509603271.3,3270809.77,48
 World,Djibouti,2017,Import,466,9.65,99272.2,0,1.83,2.39,3678,37.96,61.83,0.05,0.16,70,0,0.01,19195.49,30445.5,9.34,10.79,154617,67.44,28.4,26.64,148.21,3000,0,7047.55,49521.58,119.41,47
 World,Dominica,2017,Import,603,12.49,43102.87,0,4.25,3.56,3329,27.55,71.46,0.03,0.96,265,0,0.09,25908.11,9171.52,11.78,12.74,130640,69.16,25.97,20.49,170.53,3000,0,4751.1,35079.63,0,31
 World,Denmark,2017,Import,4524,93.72,86858031.3,0.54,5.59,7.18,144429,42.1,55.08,0.27,2.54,3000,0,3973006.49,29677085.01,871549.49,9.24,9.02,779477,70.2,25.75,2.36,19.49,3000,0,6734843.7,30069435.96,479198.54,48
 World,Dominican Republic,2017,Import,2978,61.69,8898528.67,0.06,3.51,6.6,32137,34.79,61.94,0.13,3.13,1206.17,0,937898.75,8016125.09,312317.33,9.54,12.78,616448,70.21,25.68,8.62,70.29,3000,0,1582050.16,8279802.68,48639.73,19
 World,Algeria,2017,Import,1746,36.17,33572762.12,0.21,3.73,0.9,11889,27.24,64.56,0.98,7.23,827.69,0,13071412.34,19838333.39,14165595.11,9.74,3.23,365592,69.29,26.06,17.32,125.63,3000,0,13435945.21,27102300.5,6901628,36
 World,East Asia & Pacific,2017,Import,4782,99.07,5140472532,31.88,5.62,4.71,2263565,47.48,49.49,0.33,2.71,3000,0,566260685,4876050241,68830023.67,9.16,7.28,889261,69.85,26.18,0.17,1.39,3000,0,958261240.8,4876292316,68587949.04,891
 World,Europe & Central Asia,2017,Import,4702,97.41,6246612463,38.74,5.04,5.06,4906085,41.6,55.22,0.38,2.8,3000,0,705392493.3,2635852699,102289177.2,9.17,8.3,890496,69.83,26.2,0.08,0.64,3000,0,829377531.1,2636075606,102066270,1803
 World,Ecuador,2017,Import,3251,67.35,19982336.41,0.12,2.31,4.99,33473,25.65,69.12,0.33,4.91,3000,0,8646671.36,18322380.5,461636.19,9.23,9.61,672545,70.23,25.87,8.24,69.97,3000,0,9255472.42,18707374.39,76642.29,56
 World,"Egypt, Arab Rep.",2017,Import,3899,80.77,23053002.48,0.14,2.58,5.45,52081,30.4,65.12,0.29,4.18,3000,0,4256885.33,16425014.72,2513299.9,9.31,8.38,744894,70.27,25.69,6.14,51.63,3000,0,5948323.34,18428061.21,510253.4,48
 World,Eritrea,2017,Import,299,6.19,296470.35,0,3.23,0.28,1027,34.66,64.56,0.1,0.68,45,0,48.18,15158.4,109852.04,10.46,4.07,58265,68.88,26.25,25.71,250.83,3000,0,4770.01,125010.38,0.06,31
 World,Western Sahara,2017,Import,130,2.69,969.73,0,8.75,5.71,287,32.06,67.6,0,0.35,40,0,0,322.84,103.72,8.92,8.67,17239,68.69,29.2,5.57,121.25,1282.41,0,26.23,426.57,0,2
 World,Spain,2017,Import,4599,95.28,279142718.1,1.73,5.47,6.34,283805,46.31,51.06,0.39,2.24,3000,0,17309026.29,87080160.73,6441834.29,9.17,9.61,856461,70.04,25.95,1.31,10.77,3000,0,29433227.95,89349155.91,4172839.11,48
 World,Estonia,2017,Import,4372,90.57,13403912.65,0.08,4.19,3.08,40598,37.62,58.45,0.39,3.54,513,0,74584.43,3125654.62,589994.3,9.34,6.78,510293,70.92,25.25,5.16,42.95,3000,0,311379.07,3431639.87,284009.04,48
 World,Ethiopia(excludes Eritrea),2017,Import,2770,57.39,2307451.51,0.01,2.48,17.01,16827,35.24,62.61,0.18,1.97,2133.13,0,197816.96,1587715.82,290289.94,9.23,12,592955,70.15,25.91,14.4,124.64,3000,0,359862.89,1877985.7,20.06,36
 World,Finland,2017,Import,4456,92.31,70836255.34,0.44,5.17,3.58,98858,42.51,55.22,0.28,1.99,3000,0,2533145.77,25454311.67,1939073.86,9,6.21,658620,70.3,25.84,2.89,22.82,3000,0,4225155.8,26563851.46,829534.07,48
 World,Fiji,2017,Import,2045,42.37,706690.13,0,4.82,8.34,15823,31.74,65.77,0.42,2.07,3000,0,40537.72,778408.51,65593.42,10.26,16.32,513946,70.5,24.84,15.98,135.22,3000,0,223748.46,841192,2809.92,19
 World,Falkland Island,2017,Import,166,3.44,218684.66,0,2.1,3.7,981,27.01,72.17,0,0.82,35,0,0,24866.95,24636.39,8.08,9.82,43273,66.26,30.65,17.74,118.55,3000,0,13400.73,49503.34,0,10
 World,France,2017,Import,4615,95.61,521390146.4,3.23,5.55,5.83,277433,45.57,51.31,0.47,2.65,3000,0,25548120.88,189079571.1,4195224.45,9.25,9.09,868741,69.94,26.07,1.37,11.13,3000,0,44461839.51,190899357.3,2375438.28,48
 World,Free Zones,2017,Import,1433,29.69,3502230.55,0.02,7.16,6.87,6152,79.19,19.78,0.57,0.46,150,0,41066.59,2796927.38,373217.57,8.71,8.8,278991,71.07,25.65,15.1,133.62,3000,0,710065.58,2450759.26,719385.69,
 World,Faeroe Islands,2017,Import,1876,38.86,1534403.18,0.01,1.76,2.67,9134,14.16,75.86,1.01,8.98,154.63,0,8.89,1219190.99,163241.78,9.06,8.19,375527,69.14,26.85,20,144.92,3000,0,44964.62,1380918.99,1513.78,7
