reporter_name,partner_name,year,trade_flow,no-of_imported_HS6_digit_products,import_share_in_total_products_percent,import_us_dollars_thousand,import_partner_share,ahs_simple_average,ahs_weighted_average_percent,ahs_total_tariff_lines,ahs_dutiable_tariff_lines_share_percent,ahs_duty_free_tariff_lines_share_percent,ahs_specific_tariff_lines_share_percent,ahs_ave_tariff_lines_share_percent,ahs_maxrate_percent,ahs_minrate_percent,ahs_specific_duty_imports_us_dollars_thousand,ahs_dutiable_imports_us_dollars_thousand,ahs_duty_free_imports_us_dollars_thousand,mfn_simple_average_percent,mfn_weighted_average_percent,mfn_total_tariff_lines,mfn_dutiable_tariff_lines_share_percent,mfn_duty_free_tariff_lines_share_percent,mfn_specific_tariff_lines_share_percent,mfn_ave_tariff_lines_share_percent,mfn_max_rate_percent,mfn_minrate_percent,mfn_specific_duty_imports_us_dollars_thousand,mfn_dutiable_imports_us_dollars_thousand,mfn_duty_free_imports_us_dollars_thousand,no_of_tariff_agreement
 World,"Micronesia, Fed. Sts.",2017,Import,181,3.75,31270.8,0,22.77,5.12,824,38.96,60.8,0,0.24,3000,0,0,17728.07,1265.36,9.36,7.87,43959,67.13,30.4,15.29,116.87,3000,0,251.47,18898.23,95.2,16
 World,Gabon,2017,Import,2173,45.02,5414398.35,0.03,5.69,1.72,11464,66.62,24.71,0.94,7.73,754.3,0,218.32,2453061.78,202895.4,9.18,3.41,470783,69.8,26.29,18.36,142.38,3000,0,2151724.64,2508565.43,147391.75,15
 World,United Kingdom,2017,Import,4658,96.5,390769607.4,2.42,5.31,5.01,294277,45.13,52.45,0.38,2.04,3000,0,47173013.12,184836465.8,6075014.74,9.12,8.26,867133,69.95,26.11,1.28,10.33,3000,0,62867462.62,186076878.7,4834601.8,49
 World,Georgia,2017,Import,2188,45.33,2517291.99,0.02,1.88,2.91,21557,19.95,76.75,0.21,3.09,708.23,0,150611.56,1478416.98,443170.31,9.48,10.07,428711,69.91,25.9,9.85,73.41,3000,0,385263.24,1845258.85,76328.45,16
 World,Ghana,2017,Import,2618,54.24,11373206.03,0.07,2.1,1.96,16939,17.98,78.37,0.09,3.55,914.2,0,2891.82,7649482,1322611.12,9.33,5.42,541222,69.98,26.04,13.86,113.41,3000,0,1312719.38,8946779.15,25313.97,35
 World,Gibraltar,2017,Import,797,16.51,331718.3,0,4.75,4.31,3365,68.26,27.96,0.39,3.39,100,0,138.27,183153.86,140601.83,9.33,8.29,179416,69.44,26.43,34.26,185.79,3000,0,55712.24,190933.15,132822.54,5
 World,Guinea,2017,Import,922,19.1,3157343.14,0.02,2.38,4.45,3983,32.59,64.45,0.2,2.76,754.3,0,71.65,1656595.17,61042.12,9.41,4.81,172799,69.32,26.97,17.85,142.96,3000,0,73318.33,1715792.72,1844.57,44
 World,"Gambia, The",2017,Import,473,9.8,185568.12,0,8.02,6.03,2256,34.26,65.29,0,0.44,3000,0,0,64013.58,20777.93,9.61,10.42,95358,68.15,28.77,21.68,108.69,3000,0,4497.83,84791.51,0,38
 World,Guinea-Bissau,2017,Import,700,14.5,275349.84,0,1.49,17.02,3644,40.45,59.33,0.05,0.16,30,0,0,330482.23,4112.73,8.7,11.22,153612,67.78,28.49,20.53,136.77,3000,0,4341.57,334594.94,0.02,37
 World,Equatorial Guinea,2017,Import,1565,32.42,5236609.42,0.03,2.1,1.23,7592,41.03,56.81,0.21,1.95,218,0,2433875.38,3465525.08,16010.6,9.3,3.03,339733,69.27,26.48,22.84,167.37,3000,0,2583361.26,3481508.5,27.18,25
 World,Greece,2017,Import,4454,92.27,26687533.5,0.17,3.65,5.97,80154,34.87,61.02,0.42,3.69,3000,0,1095090.15,11100935.49,595085.13,9.59,10.35,676751,70.58,25.27,3.91,31.11,3000,0,2198518.83,7513781.05,4182239.58,48
 World,Grenada,2017,Import,474,9.82,39812.42,0,1.37,0.75,3376,6.34,93.31,0,0.36,45,0,0,8987.94,22946.88,9.81,12.67,154936,68.4,27.76,26.27,150.24,3000,0,4418.34,31922.95,11.87,30
 World,Greenland,2017,Import,634,13.13,954539.45,0.01,0.37,2.01,2961,7.63,86.8,0.3,5.27,78.1,0,10.67,728135.65,38135.43,8.57,9.29,133306,69.16,27.45,13.37,138.94,3000,0,21455.16,765264.75,1006.33,6
 World,Guatemala,2017,Import,3415,70.75,10572860.06,0.07,2.32,7.46,31260,19.38,75.69,0.3,4.63,914.2,0,519906.92,7922306.19,1411106.83,9.36,14.94,668464,70.37,25.57,9.56,77.28,3000,0,1794938.68,9326462.6,6950.42,28
 World,Guam,2017,Import,1101,22.81,27926.96,0,5.74,14.45,2775,66.85,29.77,0.54,2.85,3000,0,22.42,13562.77,4078.6,10.21,11.09,236003,70.33,24.98,56.9,341.69,3000,0,4962.85,17400.04,241.33,2
 World,Guyana,2017,Import,1699,35.2,1435528.91,0.01,0.36,1.58,9758,4.16,93.98,0.16,1.69,612.71,0,33182.29,401549.9,899806.64,9.47,8.22,384304,69,26.83,19.53,144.59,3000,0,203877.46,1301354.77,1.76,39
 World,"Hong Kong, China",2017,Import,4393,91.01,75854352.62,0.47,6.41,3.6,168949,62.48,34.87,0.41,2.24,3000,0,13278914.7,379958768.7,670706.72,9.07,5.43,844448,70.17,25.88,2.17,17.57,3000,0,66491074.77,380297535.4,331940.04,13
 World,Heard Island and McDonald Isla,2017,Import,74,1.53,464947.32,0,8.4,0.55,92,54.35,45.65,0,0,45,0,0,55.07,1407.52,8.68,4.78,6863,65.38,32.46,6.52,154.35,173.7,0,11.21,1462.59,0,2
 World,Honduras,2017,Import,2656,55.02,8552788.32,0.05,2.77,10.23,25391,22,73.29,0.28,4.43,3000,0,174463.88,7810967.81,559433.39,9.44,14.61,545307,70.27,25.56,9.02,80.57,3000,0,910228.08,8370350.89,50.31,27
 World,Croatia,2017,Import,4358,90.28,12852163.78,0.08,2.35,13.11,50631,28.11,68.24,0.16,3.5,3000,0,237103.13,2952232.51,962616.61,9.59,13.19,632161,70.48,25.28,5.25,47.63,3000,0,1258327.2,3487868.13,426980.99,56
 World,Haiti,2017,Import,927,19.2,1131972.93,0.01,3.75,7.78,5782,25.86,71.45,0.1,2.59,754.3,0,11.14,1062038.9,49561.5,10.65,14.66,193908,71.31,24.17,13.51,138.38,3000,0,13386.85,1111599.01,1.4,40
 World,Hungary,2017,Import,4484,92.89,108756991.3,0.67,4.54,6.3,107607,37.61,59.22,0.39,2.78,3000,0,5556812.47,22545840.57,913748.21,9.46,9.06,677289,70.26,25.51,2.9,23.74,3000,0,8490494.99,23248132.11,211456.67,49
 World,Indonesia,2017,Import,4401,91.17,174588585,1.08,4.14,5.43,147550,44.2,52.63,0.26,2.9,3000,0,11372774.17,140605677,19498454.97,9.08,8.76,812768,70.25,25.91,2.36,18.81,3000,0,21343646.11,159229816.9,874315.11,40
 World,India,2017,Import,4570,94.68,234724785.8,1.46,5.9,6.94,283838,61.58,35.77,0.24,2.41,3000,0,31900242.33,218290404.3,22918934.93,9,9.42,864480,70.02,26.16,1.29,10.36,3000,0,45443925.7,221176863.2,20032476.02,44
 World,British Indian Ocean Ter.,2017,Import,225,4.66,17827.66,0,6.64,0.26,672,40.18,58.78,0,1.04,45,0,0,1250,55614.18,9.64,5.47,46430,69.6,26.99,29.02,206.25,850.17,0,1547.69,56864.18,0,10
 World,Ireland,2017,Import,4435,91.88,167525235.4,1.04,5.69,5.01,77204,41.09,56.47,0.46,1.99,3000,0,8516479.01,70304341.79,802802.44,9.61,6.72,612175,70.18,25.62,3.22,30.06,3000,0,26970637.17,70783895,323249.23,48
 World,"Iran, Islamic Rep.",2017,Import,3392,70.27,64891122.27,0.4,6.33,2.18,34648,58.28,32.37,1.08,8.27,2938.97,0,386719.29,38384366.51,535852.48,9.35,3.54,656653,69.86,25.98,8.08,70.87,3000,0,32711211.58,38779870.05,140348.93,21
 World,Iraq,2017,Import,1128,23.37,67210931.54,0.42,6.81,1.3,6345,65.34,28.9,1.48,4.27,274.5,0,50133107.06,51542744.44,1870878.98,10.12,2.89,242541,69.54,25.91,19.91,153.95,3000,0,51414178.02,53103980.93,309642.49,37
 World,Iceland,2017,Import,3099,64.2,4917788.38,0.03,1.87,1.44,24540,17.42,77.72,0.47,4.4,3000,0,38449.4,3168396.38,1859995.08,9.26,6.38,628222,70.01,25.88,10.46,94.69,3000,0,223256.29,5014724.43,13667.02,40
 World,Israel,2017,Import,3916,81.13,55931804.31,0.35,3.52,3.43,91959,36.94,59.93,0.53,2.61,3000,0,5563821.88,53723577.45,2296256.94,9.07,6.78,774485,70.15,25.93,3.58,29.4,3000,0,13155173.75,54520890.55,1498943.84,17
 World,Italy,2017,Import,4621,95.73,474954487.2,2.95,5.48,5.66,332479,44.23,52.86,0.41,2.5,3000,0,29423968.64,201042161.2,5208939.73,9.12,9.65,863366,70,26.02,1.12,9.22,3000,0,47832885.66,201551342.2,4699758.66,48
 World,Jamaica,2017,Import,1616,33.48,1093526.4,0.01,3.6,3.94,11906,16.32,79.76,0.29,3.64,3000,0,69674.94,358815.67,574727.38,10.61,13.46,343283,69.86,25.1,17.28,127.89,3000,0,223310.75,933533.54,9.51,30
 World,Jordan,2017,Import,2665,55.21,5213063.78,0.03,1.88,4.3,35915,17.08,80.59,0.15,2.17,3000,0,105002.6,5717185.05,927418.83,9.61,10.3,591373,70.03,25.59,6.86,65.31,3000,0,900155.95,6643988.24,615.64,39
 World,Japan,2017,Import,4560,94.47,666990354.7,4.14,5.66,5.33,248510,56.45,41.27,0.35,1.94,3000,0,129226525.9,620964688.5,5594190.22,9.01,7.08,865051,70.04,26.09,1.49,11.99,3000,0,188667297.4,621043983.1,5514895.64,16
 World,Kazakhstan,2017,Import,3214,66.58,38535939.15,0.24,3.34,1.37,30526,41.39,54.6,0.44,3.57,754.3,0,1001575.82,35190481.6,3614870.9,9.41,4.22,644625,69.73,26.02,8.85,80.87,3000,0,25204167.67,38063413.42,741939.07,16
 World,Kenya,2017,Import,3612,74.83,4653139.12,0.03,2.9,16.81,26802,30.65,66.07,0.35,2.93,3000,0,772533.81,3365836.1,304598.44,9.55,17.33,639359,70.15,25.62,10.21,90.68,3000,0,931454.04,3567725.15,102709.39,25
 World,Kyrgyz Republic,2017,Import,1404,29.09,1251761.89,0.01,1.92,1.11,8978,21.39,77.3,0.17,1.15,299.31,0,1476.38,316819.23,989862.77,10.57,10.58,316292,70.78,24.12,18.56,160.92,3000,0,264334.92,1224651.93,82030.07,19
 World,Cambodia,2017,Import,2577,53.39,16054699.12,0.1,2.36,9.01,30399,35.5,60.1,0.07,4.33,603.4,0,36962.31,12618693.12,957518.62,9.57,14.9,501690,70.61,25.38,7.39,58.86,3000,0,420522.84,13575657.54,554.19,47
 World,Kiribati,2017,Import,223,4.62,54965.89,0,5.62,6.18,811,47.84,48.46,0,3.7,45,0,0,52500.56,9686.95,9.81,8.69,50538,68.38,28.41,21.82,178.3,3000,0,297.43,62187.48,0.04,26
 World,St. Kitts and Nevis,2017,Import,424,8.78,79143.73,0,2.02,1.05,4622,12.33,87.32,0.02,0.32,274.5,0,0.69,41746.36,26243.66,10.97,7.34,180581,68.26,26.64,30.03,169.21,3000,0,10647.27,67989.79,0.23,28
 World,"Korea, Rep.",2017,Import,4499,93.2,517307059.6,3.21,4.3,4.5,232572,47.01,50.31,0.31,2.37,3000,0,63633439.25,480055526.2,28869073.01,8.99,6.77,854076,70.07,26.07,1.58,12.63,3000,0,121401280.3,483731261.4,25193337.86,36
 World,Kuwait,2017,Import,1863,38.6,47078104.59,0.29,2.5,1.42,28924,27.93,68.32,0.62,3.13,513,0,27600310.2,33275571.88,4760387.08,9.62,3.47,578772,70.17,25.46,9.2,78.24,3000,0,29152076.22,34369323.95,3666635,30
 World,Lao PDR,2017,Import,928,19.23,2505957.64,0.02,2.92,6.46,6984,28.25,67.45,0.03,4.27,603.4,0,4318.3,648139.85,636049.49,11.7,9.3,187275,70.26,24.46,13.46,128.09,3000,0,132886.44,1284087.32,102.03,51
 World,Lebanon,2017,Import,3214,66.58,1936612.86,0.01,3.11,3.11,27424,25.88,68.41,0.5,5.21,3000,0,101089.82,1280020.42,294433.77,9.76,10.57,608343,70.2,25.41,10.1,87.37,3000,0,347517.24,1574317.06,137.13,31
 World,Liberia,2017,Import,738,15.29,1162239.3,0.01,2.39,1.02,2581,41.46,58.39,0.12,0.04,120,0,19.64,635918.07,420416.36,9.46,4.24,147934,68.91,27.66,41.26,155.33,3000,0,51910.61,1049875.31,6459.12,40
 World,Libya,2017,Import,1922,39.82,17671295.02,0.11,5.35,1.22,9665,67.74,22.57,1.03,8.66,611.5,0,14085883.27,14604794.74,1556552.15,9.09,2.87,415575,69.33,26.49,22.36,157.49,3000,0,14140439.72,15584958.47,576388.42,40
 World,St. Lucia,2017,Import,664,13.76,111494.92,0,0.88,0.32,3680,9.38,87.45,0.19,2.99,274.5,0,20.3,12600.18,31954.65,10.29,19.21,165261,70.07,25.74,23.91,163.97,3000,0,10726.28,38561.07,5993.75,32
 World,Latin America & Caribbean,2017,Import,4627,95.86,1006943662,6.24,3.46,6,973637,30.19,66.13,0.3,3.38,3000,0,216774707.6,917051217.1,13976459.98,9.19,9.97,875335,69.9,26.14,0.39,3.16,3000,0,322655267.1,921284039.6,9743637.43,1396
 World,Sri Lanka,2017,Import,3286,68.08,10440972.08,0.06,3.94,9.36,59191,46.4,48,0.42,5.17,3000,0,259912.66,9934135.69,240651.67,9.52,13.05,714352,70.3,25.59,5.2,44.41,3000,0,1506123.35,10110287.18,64500.18,35
 World,Lesotho,2017,Import,1361,28.2,1052980.74,0.01,0.35,2.49,3669,6.79,91.58,0,1.64,274.5,0,0,430469.24,591780.58,10.2,11.39,273184,70.79,24.63,31.04,309.54,3000,0,24841.93,1022232.29,17.53,39
 World,Lithuania,2017,Import,4450,92.19,22845523.53,0.14,5.58,38.08,66788,44.06,50.01,0.71,5.23,3000,0,839465.45,6068782.52,1867413.48,9.16,29.74,688340,70.67,25.3,4.44,37.11,3000,0,1904980.76,6268363.33,1667832.66,48
 World,Luxembourg,2017,Import,4400,91.15,16492145.5,0.1,5.26,4.1,33291,40.36,58.37,0.16,1.12,3000,0,29892.25,2392568.38,192372.01,9.48,7.57,440054,69.99,25.65,5.22,52.49,3000,0,243114.97,2584273.86,666.52,48
 World,Latvia,2017,Import,4379,90.72,11692910.85,0.07,4.89,6,42805,41.54,53.17,0.65,4.64,3000,0,251907.68,2367433.79,269537.1,9.47,10.8,549799,70.96,24.98,5.5,46.64,3000,0,819927.94,2630195.9,6774.98,48
 World,Macao,2017,Import,2368,49.06,1428857.23,0.01,5.11,24.29,17142,56.53,36.79,0.58,6.1,3000,0,42382.3,945939.59,309162.7,9.96,16.85,471067,70.59,24.97,12.61,109.36,3000,0,241429,1249252.88,5849.41,3
 World,Morocco,2017,Import,3581,74.19,27743940.78,0.17,2.75,7.13,45689,34.07,61.47,0.16,4.3,3000,0,1825870.58,21341789.29,1161842.19,9.2,10.73,685150,70.48,25.62,6.29,52.13,3000,0,4260772.43,22501297.44,2334.04,38
 World,Moldova,2017,Import,2504,51.87,2957340.03,0.02,1.1,7.36,21675,14.6,81.43,0.1,3.88,374.71,0,247898.64,2143955.49,500177.35,9.85,14.32,527255,70.23,25.33,11.71,96.34,3000,0,528387.7,2639254.19,4878.65,26
 World,Madagascar,2017,Import,2180,45.16,3334137.66,0.02,1.23,4.42,17714,17.06,79.68,0.15,3.11,754.3,0,4700.27,3019619.46,260047.84,9.8,9.6,461163,70.44,25.34,11.65,98.15,3000,0,179672.96,3279214.64,452.66,44
 World,Maldives,2017,Import,831,17.22,324353.38,0,6.1,4.23,4499,48.41,46.32,0.31,4.96,455.08,0,108.98,301473.11,15208.38,9.81,6.73,184695,69.44,26.83,14.78,138.48,3000,0,3413.48,316681.29,0.2,22
 World,Middle East & North Africa,2017,Import,4604,95.38,797439014.3,4.95,3.93,2.22,619648,38.76,56.59,0.5,4.15,3000,0,322806936.9,599635878.2,46560251.49,9.2,4.87,873161,69.95,26.08,0.61,4.98,3000,0,341521961,600460110.3,45736019.37,708
 World,Mexico,2017,Import,4305,89.19,429688379.8,2.66,3.89,6.6,134708,39.48,58.13,0.28,2.11,3000,0,58530718.49,391385280.2,9148296.18,9.07,9.71,825174,70.09,25.99,2.69,21.34,3000,0,162903177.4,398713009.5,1820566.81,58
 World,Marshall Islands,2017,Import,359,7.44,452475.3,0,3.99,1.29,1681,59.19,40.27,0.18,0.36,32.05,0,1.68,384638.12,27537.69,7.51,6.39,79175,68.06,29.89,9.93,86.91,654.51,0,9246.53,410482.63,1693.18,10
 World,"Macedonia, FYR",2017,Import,2711,56.16,6845604.99,0.04,1.37,4.68,27596,17.93,76.26,0.22,5.59,3000,0,411923.99,4765247.76,1107439.49,9.71,10.62,537881,70.68,24.88,9.56,76.82,3000,0,965647.41,5870780.89,1906.36,23
 World,Mali,2017,Import,1139,23.6,896276.19,0.01,2.53,0.52,6177,32.43,65.55,0.19,1.83,274.5,0,146.3,192606.83,655499.34,9.67,4.44,229828,68.8,27.02,23.34,132.35,3000,0,19788.38,848102.89,3.28,40
 World,Malta,2017,Import,4004,82.95,4352295.42,0.03,5.47,1.58,14841,32.37,66.17,0.15,1.31,3000,0,3138.43,1559890.5,186484.12,9.01,4.83,271921,69.77,26.44,8.47,60.97,3000,0,723333.91,1745161.09,1213.53,49
 World,Myanmar,2017,Import,2337,48.42,10577311.91,0.07,2.65,8.37,27644,32.36,63.96,0.04,3.64,3000,0,9600.58,7614174.62,3234436.96,9.91,11.75,491887,70.53,25.38,7.86,64.87,3000,0,1825672.94,10569891.05,278720.54,51
 World,Mongolia,2017,Import,1295,26.83,6052912.46,0.04,4.21,0.86,8218,28.33,61.71,0.96,9,754.3,0,1995.94,219649.44,692274.09,10.16,4.85,268557,69.44,25.87,19.62,133.89,3000,0,64107,911729.71,193.82,17
 World,Northern Mariana Islands,2017,Import,132,2.73,3896.63,0,4.91,0.75,517,53.38,46.03,0,0.58,513,0,0,1118.63,2786.57,10.89,5.27,34524,68.11,28.42,27.27,204.26,3000,0,775.18,3905.2,0,2
 World,Montenegro,2017,Import,1764,36.54,470341.67,0,0.73,1.94,11621,7.95,88.39,0.3,3.36,3000,0,22727.14,79354.35,273953.54,9.85,9.12,364295,69.52,25.9,14.99,128.61,3000,0,94544.88,353268.07,39.82,18
 World,Mozambique,2017,Import,2381,49.33,5571696.1,0.03,0.39,1.92,12068,3.74,95.24,0.1,0.93,350,0,5761,1531235.03,3223586.02,9.31,8.74,468735,69.64,26.37,17.2,137.58,3000,0,622845.3,4595785.16,159035.89,43
 World,Mauritania,2017,Import,745,15.43,2354070.7,0.01,2.58,1.33,4783,37.95,60.67,0.06,1.32,754.3,0,0.17,286777.91,583623.38,9.37,4.87,178413,68.14,27.6,20.47,138.53,3000,0,100332.51,870281.03,120.26,40
 World,Montserrat,2017,Import,275,5.7,19286.43,0,2.35,2.12,1343,20.25,79.37,0,0.37,45,0,0,9674.12,9055.18,9.78,5.56,65279,67.07,29.35,16.01,157.86,3000,0,1021.92,18729.3,0,37
 World,Mauritius,2017,Import,3146,65.18,2378639.08,0.01,1.38,5.71,26681,22.78,73.26,0.28,3.67,914.2,0,25568.85,1814338.78,229263.87,9.52,13.3,625210,70.6,25.3,9.85,86.29,3000,0,393657.16,2043493.02,109.63,33
 World,Malawi,2017,Import,1618,33.52,890325.31,0.01,1.46,13.25,7826,32.92,64.87,0.18,2.03,350,0,1960.75,735219.5,28912.6,9.79,57.01,300830,68.54,27.05,20.38,149.34,3000,0,598231.65,764131.31,0.79,42
 World,Malaysia,2017,Import,4365,90.43,263667580.7,1.64,4.08,3.06,159522,40.83,56.8,0.24,2.13,3000,0,22626345.65,220847715,23645662.83,9.09,5.69,836359,69.98,26.1,2.24,18.34,3000,0,53709340.89,236877288.2,7616089.69,43
 World,North America,2017,Import,4776,98.94,1777851028,11.02,6.45,5.96,595951,55.15,42.03,0.29,2.53,3000,0,263010336.9,1594831063,53580923.89,9.19,7.99,889995,69.84,26.2,0.66,5.27,3000,0,448264771.4,1598375319,50036667.75,46
 World,Namibia,2017,Import,2945,61.01,4144963.37,0.03,1.4,2.44,18554,15.9,82.84,0.1,1.16,497.55,0,9471.82,2291930.43,1668287.56,9.28,8.88,578946,69.84,26.07,13.82,113.81,3000,0,1438511.22,3932998.87,27219.12,24
 World,New Caledonia,2017,Import,809,16.76,1529739.38,0.01,2.97,1.14,4615,21.02,76.23,0.2,2.56,455.08,0,21.03,405303.13,310770.28,9.22,4.01,190668,68.04,27.79,22.84,149.51,3000,0,13897.89,716037.63,35.79,4
 World,Niger,2017,Import,902,18.69,624238.78,0,4.86,0.29,3873,32.25,67.23,0.05,0.46,3000,0,124.27,33283.86,371835.73,9.48,4.32,160203,68.16,27.76,18.8,149.83,3000,0,8044.8,405118.41,1.18,38
 World,Norfolk Island,2017,Import,88,1.82,1994.96,0,5.2,2.92,251,50.2,49.4,0,0.4,70.43,0,0,1263.2,554.44,11.93,8.91,16137,64.27,33.24,20.32,139.84,3000,0,594.35,1749.93,67.72,6
 World,Nigeria,2017,Import,3175,65.78,44686765.24,0.28,4.46,1.46,20107,36.75,54.74,0.63,7.87,2938.97,0,54095.13,41264696.77,1191175.01,9.57,3.21,592485,70.23,25.64,13.63,107.94,3000,0,34363698.51,41605891.84,849979.95,34
 World,Nicaragua,2017,Import,1833,37.97,4955385.83,0.03,2.17,12.43,13989,17.31,76,0.43,6.26,914.2,0,288932.82,4456822.86,591912.83,9.94,16.12,407953,69.62,25.95,14.6,114.32,3000,0,547534.8,5044126,4609.69,30
 World,Niue,2017,Import,280,5.8,66418.38,0,5.88,0.08,936,41.45,58.44,0,0.11,45,0,0,749.94,65319.44,8.69,3.93,49356,68.25,28.26,41.13,143.06,3000,0,325.87,66069.37,0,19
 World,Netherlands,2017,Import,4593,95.15,449665187,2.79,5.31,7.16,234296,45.18,51.58,0.43,2.81,3000,0,16676656.31,87363508.23,7002355.55,9.23,9.43,851535,69.94,26.04,1.59,12.99,3000,0,25992420.79,87639729.28,6726134.5,48
